양귀,NNP,*,F,양귀,*,*,*,*
차질,NNP,*,F,차질,*,*,*,*
육호,NNP,*,F,육호,*,*,*,*
진열,NNP,*,F,진열,*,*,*,*
병,NNP,*,F,병,*,*,*,*
송,NNP,*,F,송,*,*,*,*
점,NNP,*,F,점,*,*,*,*
관직,NNP,*,F,관직,*,*,*,*
임,NNP,*,F,임,*,*,*,*
공,NNP,*,F,공,*,*,*,*
구,NNP,*,F,구,*,*,*,*
사과,NNP,*,F,사과,*,*,*,*
승,NNP,*,F,승,*,*,*,*
인호,NNP,*,F,인호,*,*,*,*
신호,NNP,*,F,신호,*,*,*,*
이호,NNP,*,F,이호,*,*,*,*
관귀,NNP,*,F,관귀,*,*,*,*
병점,NNP,*,F,병점,*,*,*,*
역마,NNP,*,F,역마,*,*,*,*
백호,NNP,*,F,백호,*,*,*,*
가,NNP,*,F,가,*,*,*,*
구재,NNP,*,F,구재,*,*,*,*
격,NNP,*,F,격,*,*,*,*
干支,NNP,*,F,干支,*,*,*,*
四課,NNP,*,F,四課,*,*,*,*
二虎,NNP,*,F,二虎,*,*,*,*
官鬼,NNP,*,F,官鬼,*,*,*,*
病占,NNP,*,F,病占,*,*,*,*
驛馬,NNP,*,F,驛馬,*,*,*,*
白虎,NNP,*,F,白虎,*,*,*,*
밤,NNP,*,F,밤,*,*,*,*
臨,NNP,*,F,臨,*,*,*,*
낮,NNP,*,F,낮,*,*,*,*
것,NNP,*,F,것,*,*,*,*
귀인,NNP,*,F,귀인,*,*,*,*
일,NNP,*,F,일,*,*,*,*
혼잡,NNP,*,F,혼잡,*,*,*,*
곳,NNP,*,F,곳,*,*,*,*
개,NNP,*,F,개,*,*,*,*
寅,NNP,*,F,寅,*,*,*,*
子,NNP,*,F,子,*,*,*,*
乘,NNP,*,F,乘,*,*,*,*
초전,NNP,*,F,초전,*,*,*,*
말,NNP,*,F,말,*,*,*,*
전,NNP,*,F,전,*,*,*,*
육,NNP,*,F,육,*,*,*,*
호,NNP,*,F,호,*,*,*,*
가택,NNP,*,F,가택,*,*,*,*
소송,NNP,*,F,소송,*,*,*,*
덕,NNP,*,F,덕,*,*,*,*
록,NNP,*,F,록,*,*,*,*
발,NNP,*,F,발,*,*,*,*
최관,NNP,*,F,최관,*,*,*,*
사자,NNP,*,F,사자,*,*,*,*
벼슬,NNP,*,F,벼슬,*,*,*,*
占,NNP,*,F,占,*,*,*,*
甲,NNP,*,F,甲,*,*,*,*
卯,NNP,*,F,卯,*,*,*,*
加,NNP,*,F,加,*,*,*,*
格,NNP,*,F,格,*,*,*,*
속,NNP,*,F,속,*,*,*,*
후회,NNP,*,F,후회,*,*,*,*
과,NNP,*,F,과,*,*,*,*
자임,NNP,*,F,자임,*,*,*,*
괘,NNP,*,F,괘,*,*,*,*
원태,NNP,*,F,원태,*,*,*,*
정,NNP,*,F,정,*,*,*,*
동,NNP,*,F,동,*,*,*,*
군자,NNP,*,F,군자,*,*,*,*
소인,NNP,*,F,소인,*,*,*,*
형,NNP,*,F,형,*,*,*,*
해,NNP,*,F,해,*,*,*,*
파,NNP,*,F,파,*,*,*,*
합,NNP,*,F,합,*,*,*,*
自任,NNP,*,F,自任,*,*,*,*
君子,NNP,*,F,君子,*,*,*,*
小人,NNP,*,F,小人,*,*,*,*
課,NNP,*,F,課,*,*,*,*
卦,NNP,*,F,卦,*,*,*,*
유리,NNP,*,F,유리,*,*,*,*
불리,NNP,*,F,불리,*,*,*,*
下,NNP,*,F,下,*,*,*,*
刑,NNP,*,F,刑,*,*,*,*
중,NNP,*,F,중,*,*,*,*
害,NNP,*,F,害,*,*,*,*
破,NNP,*,F,破,*,*,*,*
合,NNP,*,F,合,*,*,*,*
용신,NNP,*,F,용신,*,*,*,*
입,NNP,*,F,입,*,*,*,*
水火,NNP,*,F,水火,*,*,*,*
날씨,NNP,*,F,날씨,*,*,*,*
묘,NNP,*,F,묘,*,*,*,*
廟,NNP,*,F,廟,*,*,*,*
비,NNP,*,F,비,*,*,*,*
기도,NNP,*,F,기도,*,*,*,*
사당,NNP,*,F,사당,*,*,*,*
바람,NNP,*,F,바람,*,*,*,*
망사,NNP,*,F,망사,*,*,*,*
나중,NNP,*,F,나중,*,*,*,*
조심,NNP,*,F,조심,*,*,*,*
혼인,NNP,*,F,혼인,*,*,*,*
여자,NNP,*,F,여자,*,*,*,*
주,NNP,*,F,주,*,*,*,*
간,NNP,*,F,간,*,*,*,*
신장,NNP,*,F,신장,*,*,*,*
자양,NNP,*,F,자양,*,*,*,*
腎臟,NNP,*,F,腎臟,*,*,*,*
滋養,NNP,*,F,滋養,*,*,*,*
질병,NNP,*,F,질병,*,*,*,*
主,NNP,*,F,主,*,*,*,*
소리,NNP,*,F,소리,*,*,*,*
肝,NNP,*,F,肝,*,*,*,*
病,NNP,*,F,病,*,*,*,*
水,NNP,*,F,水,*,*,*,*
고갈,NNP,*,F,고갈,*,*,*,*
金,NNP,*,F,金,*,*,*,*
태산,NNP,*,F,태산,*,*,*,*
암해,NNP,*,F,암해,*,*,*,*
暗害,NNP,*,F,暗害,*,*,*,*
타인,NNP,*,F,타인,*,*,*,*
포획,NNP,*,F,포획,*,*,*,*
남자,NNP,*,F,남자,*,*,*,*
정남,NNP,*,F,정남,*,*,*,*
쪽,NNP,*,F,쪽,*,*,*,*
분실,NNP,*,F,분실,*,*,*,*
집,NNP,*,F,집,*,*,*,*
행인,NNP,*,F,행인,*,*,*,*
자,NNP,*,F,자,*,*,*,*
도착,NNP,*,F,도착,*,*,*,*
출행,NNP,*,F,출행,*,*,*,*
청룡,NNP,*,F,청룡,*,*,*,*
복병,NNP,*,F,복병,*,*,*,*
길,NNP,*,F,길,*,*,*,*
흉,NNP,*,F,흉,*,*,*,*
靑龍,NNP,*,F,靑龍,*,*,*,*
伏兵,NNP,*,F,伏兵,*,*,*,*
