課體,NNP,*,F,課體,*,*,*,*
伏吟,NNP,*,F,伏吟,*,*,*,*
元胎,NNP,*,F,元胎,*,*,*,*
課意,NNP,*,F,課意,*,*,*,*
덕록,NNP,*,F,덕록,*,*,*,*
발용,NNP,*,F,발용,*,*,*,*
말전,NNP,*,F,말전,*,*,*,*
解曰,NNP,*,F,解曰,*,*,*,*
干貴,NNP,*,F,干貴,*,*,*,*
寅虎,NNP,*,F,寅虎,*,*,*,*
申虎,NNP,*,F,申虎,*,*,*,*
德祿,NNP,*,F,德祿,*,*,*,*
日干,NNP,*,F,日干,*,*,*,*
發用,NNP,*,F,發用,*,*,*,*
末傳,NNP,*,F,末傳,*,*,*,*
求財,NNP,*,F,求財,*,*,*,*
斷曰,NNP,*,F,斷曰,*,*,*,*
龍神,NNP,*,F,龍神,*,*,*,*
육로,NNP,*,F,육로,*,*,*,*
오왕,NNP,*,F,오왕,*,*,*,*
范蠡,NNP,*,F,范蠡,*,*,*,*
吳王,NNP,*,F,吳王,*,*,*,*
無傷,NNP,*,F,無傷,*,*,*,*
호귀,NNP,*,F,호귀,*,*,*,*
공망,NNP,*,F,공망,*,*,*,*
제극,NNP,*,F,제극,*,*,*,*
虎鬼,NNP,*,F,虎鬼,*,*,*,*
空亡,NNP,*,F,空亡,*,*,*,*
制剋,NNP,*,F,制剋,*,*,*,*
陰神,NNP,*,F,陰神,*,*,*,*
록신,NNP,*,F,록신,*,*,*,*
왕록,NNP,*,F,왕록,*,*,*,*
祿神,NNP,*,F,祿神,*,*,*,*
旺神,NNP,*,F,旺神,*,*,*,*
干上,NNP,*,F,干上,*,*,*,*
旺祿,NNP,*,F,旺祿,*,*,*,*
둔귀,NNP,*,F,둔귀,*,*,*,*
둔간,NNP,*,F,둔간,*,*,*,*
일귀,NNP,*,F,일귀,*,*,*,*
遁干,NNP,*,F,遁干,*,*,*,*
日鬼,NNP,*,F,日鬼,*,*,*,*
不和,NNP,*,F,不和,*,*,*,*
子卯,NNP,*,F,子卯,*,*,*,*
比用,NNP,*,F,比用,*,*,*,*
천귀,NNP,*,F,천귀,*,*,*,*
戌亥,NNP,*,F,戌亥,*,*,*,*
旬空,NNP,*,F,旬空,*,*,*,*
子丑,NNP,*,F,子丑,*,*,*,*
寅亥,NNP,*,F,寅亥,*,*,*,*
暗期,NNP,*,F,暗期,*,*,*,*
天鬼,NNP,*,F,天鬼,*,*,*,*
冲破,NNP,*,F,冲破,*,*,*,*
初傳,NNP,*,F,初傳,*,*,*,*
탈허,NNP,*,F,탈허,*,*,*,*
空神,NNP,*,F,空神,*,*,*,*
脫虛,NNP,*,F,脫虛,*,*,*,*
수로,NNP,*,F,수로,*,*,*,*
課經,NNP,*,F,課經,*,*,*,*
합재,NNP,*,F,합재,*,*,*,*
合財,NNP,*,F,合財,*,*,*,*
불성,NNP,*,F,불성,*,*,*,*
遙剋,NNP,*,F,遙剋,*,*,*,*
別責,NNP,*,F,別責,*,*,*,*
不成,NNP,*,F,不成,*,*,*,*
상협,NNP,*,F,상협,*,*,*,*
간퇴,NNP,*,F,간퇴,*,*,*,*
실탈,NNP,*,F,실탈,*,*,*,*
支神,NNP,*,F,支神,*,*,*,*
子水,NNP,*,F,子水,*,*,*,*
鬼鄕,NNP,*,F,鬼鄕,*,*,*,*
戌空,NNP,*,F,戌空,*,*,*,*
戌財,NNP,*,F,戌財,*,*,*,*
相夾,NNP,*,F,相夾,*,*,*,*
間退,NNP,*,F,間退,*,*,*,*
허모,NNP,*,F,허모,*,*,*,*
虛耗,NNP,*,F,虛耗,*,*,*,*
남아,NNP,*,F,남아,*,*,*,*
午火,NNP,*,F,午火,*,*,*,*
전은,NNP,*,F,전은,*,*,*,*
古鑒,NNP,*,F,古鑒,*,*,*,*
脾病,NNP,*,F,脾病,*,*,*,*
戌土,NNP,*,F,戌土,*,*,*,*
퇴여,NNP,*,F,퇴여,*,*,*,*
退茹,NNP,*,F,退茹,*,*,*,*
천번,NNP,*,F,천번,*,*,*,*
天煩,NNP,*,F,天煩,*,*,*,*
파패,NNP,*,F,파패,*,*,*,*
支上,NNP,*,F,支上,*,*,*,*
旬尾,NNP,*,F,旬尾,*,*,*,*
破敗,NNP,*,F,破敗,*,*,*,*
占事,NNP,*,F,占事,*,*,*,*
병지,NNP,*,F,병지,*,*,*,*
病地,NNP,*,F,病地,*,*,*,*
冬春,NNP,*,F,冬春,*,*,*,*
夏秋,NNP,*,F,夏秋,*,*,*,*
死氣,NNP,*,F,死氣,*,*,*,*
子將,NNP,*,F,子將,*,*,*,*
卯木,NNP,*,F,卯木,*,*,*,*
官星,NNP,*,F,官星,*,*,*,*
天車,NNP,*,F,天車,*,*,*,*
高蓋,NNP,*,F,高蓋,*,*,*,*
乘軒,NNP,*,F,乘軒,*,*,*,*
禮部,NNP,*,F,禮部,*,*,*,*
록마,NNP,*,F,록마,*,*,*,*
寅將,NNP,*,F,寅將,*,*,*,*
祿馬,NNP,*,F,祿馬,*,*,*,*
간궁,NNP,*,F,간궁,*,*,*,*
艮宮,NNP,*,F,艮宮,*,*,*,*
德神,NNP,*,F,德神,*,*,*,*
騰蛇,NNP,*,F,騰蛇,*,*,*,*
類神,NNP,*,F,類神,*,*,*,*
旺相,NNP,*,F,旺相,*,*,*,*
休囚,NNP,*,F,休囚,*,*,*,*
德蛇,NNP,*,F,德蛇,*,*,*,*
重審,NNP,*,F,重審,*,*,*,*
中傳,NNP,*,F,中傳,*,*,*,*
술재,NNP,*,F,술재,*,*,*,*
협극,NNP,*,F,협극,*,*,*,*
極致,NNP,*,F,極致,*,*,*,*
夾剋,NNP,*,F,夾剋,*,*,*,*
蕪淫,NNP,*,F,蕪淫,*,*,*,*
파모,NNP,*,F,파모,*,*,*,*
破耗,NNP,*,F,破耗,*,*,*,*
天將,NNP,*,F,天將,*,*,*,*
公的,NNP,*,F,公的,*,*,*,*
私的,NNP,*,F,私的,*,*,*,*
知一,NNP,*,F,知一,*,*,*,*
가도,NNP,*,F,가도,*,*,*,*
日德,NNP,*,F,日德,*,*,*,*
官訟,NNP,*,F,官訟,*,*,*,*
剋害,NNP,*,F,剋害,*,*,*,*
모해,NNP,*,F,모해,*,*,*,*
처가,NNP,*,F,처가,*,*,*,*
勾陳,NNP,*,F,勾陳,*,*,*,*
귀극,NNP,*,F,귀극,*,*,*,*
鬼剋,NNP,*,F,鬼剋,*,*,*,*
上神,NNP,*,F,上神,*,*,*,*
수극,NNP,*,F,수극,*,*,*,*
受剋,NNP,*,F,受剋,*,*,*,*
反吟,NNP,*,F,反吟,*,*,*,*
패절,NNP,*,F,패절,*,*,*,*
敗絶,NNP,*,F,敗絶,*,*,*,*
丑未,NNP,*,F,丑未,*,*,*,*
官動,NNP,*,F,官動,*,*,*,*
謀望,NNP,*,F,謀望,*,*,*,*
刑剋,NNP,*,F,刑剋,*,*,*,*
凶暴,NNP,*,F,凶暴,*,*,*,*
형책,NNP,*,F,형책,*,*,*,*
刑責,NNP,*,F,刑責,*,*,*,*
亥將,NNP,*,F,亥將,*,*,*,*
遁鬼,NNP,*,F,遁鬼,*,*,*,*
絶神,NNP,*,F,絶神,*,*,*,*
結絶,NNP,*,F,結絶,*,*,*,*
未墓,NNP,*,F,未墓,*,*,*,*
墓上,NNP,*,F,墓上,*,*,*,*
巳火,NNP,*,F,巳火,*,*,*,*
丁火,NNP,*,F,丁火,*,*,*,*
交車,NNP,*,F,交車,*,*,*,*
甲干,NNP,*,F,甲干,*,*,*,*
未上,NNP,*,F,未上,*,*,*,*
子未,NNP,*,F,子未,*,*,*,*
傳將,NNP,*,F,傳將,*,*,*,*
제귀,NNP,*,F,제귀,*,*,*,*
制鬼,NNP,*,F,制鬼,*,*,*,*
旬首,NNP,*,F,旬首,*,*,*,*
水將,NNP,*,F,水將,*,*,*,*
극응,NNP,*,F,극응,*,*,*,*
剋應,NNP,*,F,剋應,*,*,*,*
순내,NNP,*,F,순내,*,*,*,*
辰土,NNP,*,F,辰土,*,*,*,*
年命,NNP,*,F,年命,*,*,*,*
斗罡,NNP,*,F,斗罡,*,*,*,*
死奇,NNP,*,F,死奇,*,*,*,*
天罡,NNP,*,F,天罡,*,*,*,*
惡煞,NNP,*,F,惡煞,*,*,*,*
旬內,NNP,*,F,旬內,*,*,*,*
支墓,NNP,*,F,支墓,*,*,*,*
地辰,NNP,*,F,地辰,*,*,*,*
범살,NNP,*,F,범살,*,*,*,*
午沖,NNP,*,F,午沖,*,*,*,*
犯煞,NNP,*,F,犯煞,*,*,*,*
兩貴,NNP,*,F,兩貴,*,*,*,*
申金,NNP,*,F,申金,*,*,*,*
吉神,NNP,*,F,吉神,*,*,*,*
受制,NNP,*,F,受制,*,*,*,*
申將,NNP,*,F,申將,*,*,*,*
飛符,NNP,*,F,飛符,*,*,*,*
游魂,NNP,*,F,游魂,*,*,*,*
家宅,NNP,*,F,家宅,*,*,*,*
地網,NNP,*,F,地網,*,*,*,*
탈설,NNP,*,F,탈설,*,*,*,*
脫洩,NNP,*,F,脫洩,*,*,*,*
脫上,NNP,*,F,脫上,*,*,*,*
不備,NNP,*,F,不備,*,*,*,*
求官,NNP,*,F,求官,*,*,*,*
삼천,NNP,*,F,삼천,*,*,*,*
省部,NNP,*,F,省部,*,*,*,*
括襄,NNP,*,F,括襄,*,*,*,*
日祿,NNP,*,F,日祿,*,*,*,*
鬼戶,NNP,*,F,鬼戶,*,*,*,*
라망,NNP,*,F,라망,*,*,*,*
연택,NNP,*,F,연택,*,*,*,*
羅網,NNP,*,F,羅網,*,*,*,*
陽神,NNP,*,F,陽神,*,*,*,*
丁神,NNP,*,F,丁神,*,*,*,*
戀宅,NNP,*,F,戀宅,*,*,*,*
蓮茹,NNP,*,F,蓮茹,*,*,*,*
夾拱,NNP,*,F,夾拱,*,*,*,*
占人,NNP,*,F,占人,*,*,*,*
이고,NNP,*,F,이고,*,*,*,*
병송,NNP,*,F,병송,*,*,*,*
課傳,NNP,*,F,課傳,*,*,*,*
病訟,NNP,*,F,病訟,*,*,*,*
各神,NNP,*,F,各神,*,*,*,*
雷神,NNP,*,F,雷神,*,*,*,*
不吉,NNP,*,F,不吉,*,*,*,*
羊刃,NNP,*,F,羊刃,*,*,*,*
失脫,NNP,*,F,失脫,*,*,*,*
太冲,NNP,*,F,太冲,*,*,*,*
入墓,NNP,*,F,入墓,*,*,*,*
정록,NNP,*,F,정록,*,*,*,*
無禮,NNP,*,F,無禮,*,*,*,*
丁祿,NNP,*,F,丁祿,*,*,*,*
묘록,NNP,*,F,묘록,*,*,*,*
卯祿,NNP,*,F,卯祿,*,*,*,*
卯辰,NNP,*,F,卯辰,*,*,*,*
財祿,NNP,*,F,財祿,*,*,*,*
見貴,NNP,*,F,見貴,*,*,*,*
戌將,NNP,*,F,戌將,*,*,*,*
游都,NNP,*,F,游都,*,*,*,*
賊符,NNP,*,F,賊符,*,*,*,*
日支,NNP,*,F,日支,*,*,*,*
未土,NNP,*,F,未土,*,*,*,*
